# generated by causality-bench, do not edit by hand
# generated: 2026-09-12 12:40:52 UTC
# source: experiments/run_topology.py
# machine: AMD Ryzen 7 4700U with Radeon Graphics, 8 cores, 15 GiB, Linux 6.8.0-138-generic, Python 3.12.3
# rows: 150
nodes,events_per_node,message_probability,topology,delay_distribution,mean_delay,mean_interarrival,loss_probability,failure_probability,mean_failure_duration,seed,events,total_pairs,ordered_pairs,concurrent_pairs,causal_density,concurrency_ratio,lamport_tied_pairs,lamport_false_orderings,lamport_false_ordering_rate,lamport_concurrency_recall,lamport_order_precision,lamport_causal_recall,vector_false_ordering_rate,vector_concurrency_recall,vector_order_precision,vector_causal_recall,messages,lamport_timestamp_bytes,vector_timestamp_bytes,lamport_event_metadata_bytes,vector_event_metadata_bytes,lamport_message_metadata_bytes,vector_message_metadata_bytes,metadata_amplification,mean_vector_nonzero_entries,sparse_vector_timestamp_bytes,measured_lamport_retained_bytes,measured_vector_retained_bytes,simulation_seconds,graph_build_seconds,lamport_tick_ns,lamport_send_ns,lamport_receive_ns,vector_tick_ns,vector_send_ns,vector_receive_ns,local_events,send_events,receive_events,messages_lost,messages_dropped_by_network,messages_dropped_by_failure,failures,total_downtime,final_logical_time,experiment
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,42,39952,798061176,631360773,166700403,0.7911182650990154,0.20888173490098458,504260,166196143,0.9969750523038627,0.0030249476961372434,0.7916184542245258,1.0,0.0,1.0,1.0,1.0,7952,8,256,319616,10227712,63616,2035712,32.0,28.450640768922707,341.40768922707247,351008,12176832,0.31326951399751124,0.22523759600153426,124.276,123.63133333333333,272.4633333333333,209.68266666666668,197.303,1339.341,24048,7952,7952,0,0,0,0,0.0,1095.820723312979,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,43,40019,800740171,630487732,170252439,0.787381169115843,0.21261883088415706,516246,169736193,0.996967761501496,0.0030322384985039773,0.7878891299082317,1.0,0.0,1.0,1.0,1.0,8019,8,256,320152,10244864,64152,2052864,32.0,28.506109597940977,342.0733151752917,351008,12196664,0.3338779869991413,0.23203020399887464,113.12833333333333,113.449,269.7316666666667,193.66933333333333,191.04766666666666,1287.848,23981,8019,8019,0,0,0,0,0.0,1076.3779789361893,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,44,39975,798980325,633163103,165817222,0.7924639483456617,0.2075360516543383,516501,165300721,0.9968851184830487,0.003114881516951237,0.7929765682158194,1.0,0.0,1.0,1.0,1.0,7975,8,256,319800,10233600,63800,2041600,32.0,28.505090681676048,342.06108818011256,351008,12183640,0.32487053200020455,0.22042803099975572,121.18333333333334,117.54033333333334,276.481,197.64,195.369,1303.908,24025,7975,7975,0,0,0,0,0.0,1062.7292177634984,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,45,39981,799220190,629171710,170048480,0.7872320017340904,0.21276799826590967,512045,169536435,0.9969888293032669,0.003011170696733073,0.7877366894762291,1.0,0.0,1.0,1.0,1.0,7981,8,256,319848,10235136,63848,2043136,32.0,28.35291763587704,340.23501163052447,351008,12185416,0.2804919840018556,0.2680506910000986,117.48633333333333,116.101,259.2656666666667,192.13633333333334,200.98966666666666,1297.7966666666666,24019,7981,7981,0,0,0,0,0.0,1107.4687647353146,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,46,39856,794230440,624492943,169737497,0.7862868401266514,0.2137131598733486,510170,169227327,0.9969943588834705,0.0030056411165294843,0.7867922322306321,1.0,0.0,1.0,1.0,1.0,7856,8,256,318848,10203136,62848,2011136,32.0,28.37507527097551,340.5009032517061,351008,12148416,0.2806595570000354,0.22047561900035362,112.2,111.92966666666666,269.9986666666667,194.00333333333333,195.09533333333334,1285.5633333333333,24144,7856,7856,0,0,0,0,0.0,1096.4518464087676,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,47,40064,802542016,633227765,169314251,0.7890275554121269,0.21097244458787315,513461,168800790,0.9969674082543707,0.003032591745629256,0.789532693134598,1.0,0.0,1.0,1.0,1.0,8064,8,256,320512,10256384,64512,2064384,32.0,28.22366713258786,338.6840055910543,351008,12209984,0.31872833899979014,0.21956154800136574,117.80733333333333,119.327,278.174,194.13666666666666,193.155,1295.3383333333334,23936,8064,8064,0,0,0,0,0.0,1088.3567330680075,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,48,39988,799500078,630264792,169235286,0.7883236153980713,0.2116763846019287,511956,168723330,0.9969748861948329,0.0030251138051670856,0.7888287380572598,1.0,0.0,1.0,1.0,1.0,7988,8,256,319904,10236928,63904,2044928,32.0,28.31847054116235,339.82164649394815,351008,12187488,0.31991883799855714,0.22250540900131455,116.19066666666667,117.79733333333333,276.94533333333334,199.96766666666667,198.52166666666668,1283.089,24012,7988,7988,0,0,0,0,0.0,1082.1200679556496,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,49,40143,805710153,635086971,170623182,0.7882325531523989,0.21176744684760104,512733,170110449,0.996994939409816,0.0030050605901840465,0.7887344832774055,1.0,0.0,1.0,1.0,1.0,8143,8,256,321144,10276608,65144,2084608,32.0,28.590040604837704,343.0804872580525,351008,12233368,0.27891995900063193,0.26885494400266907,117.617,121.317,259.646,196.28733333333332,194.44733333333335,1274.102,23857,8143,8143,0,0,0,0,0.0,1100.70561263687,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,50,40002,800060001,629110461,170949540,0.7863291005845447,0.21367089941545522,507587,170441953,0.9970307787900453,0.0029692212099547035,0.7868282929103882,1.0,0.0,1.0,1.0,1.0,8002,8,256,320016,10240512,64016,2048512,32.0,28.36983150842458,340.4379781010949,351008,12191632,0.28008789399973466,0.22104271900025196,120.07133333333333,116.41466666666666,264.57533333333333,194.94833333333332,193.429,1282.4343333333334,23998,8002,8002,0,0,0,0,0.0,1110.8431782646605,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,51,39933,797302278,627880569,169421709,0.7875063025970684,0.21249369740293153,510709,168911000,0.9969855752074842,0.0030144247925158164,0.7880110601421286,1.0,0.0,1.0,1.0,1.0,7933,8,256,319464,10222848,63464,2030848,32.0,28.505221245586355,342.06265494703626,351008,12171208,0.31656180000209133,0.2222994310031936,114.16366666666667,114.73833333333333,264.88233333333335,195.907,197.03566666666666,1287.584,24067,7933,7933,0,0,0,0,0.0,1090.4798229221542,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,52,39994,799740021,625850073,173889948,0.7825669049517281,0.21743309504827193,512843,173377105,0.9970507610940226,0.0029492389059774748,0.7830690574939382,1.0,0.0,1.0,1.0,1.0,7994,8,256,319952,10238464,63952,2046464,32.0,28.390458568785316,340.6855028254238,351008,12189264,0.27643471299961675,0.2786926199987647,121.26733333333334,116.76166666666667,262.94233333333335,195.22533333333334,196.057,1296.2366666666667,24006,7994,7994,0,0,0,0,0.0,1105.6405127507362,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,53,39880,795187260,629326998,165860262,0.7914198700819226,0.20858012991807742,518958,165341304,0.9968711131060435,0.0031288868939565524,0.7919367066940088,1.0,0.0,1.0,1.0,1.0,7880,8,256,319040,10209280,63040,2017280,32.0,28.317026078234704,339.80431293881645,351008,12155520,0.28411006199894473,0.21968158900199342,118.091,118.26133333333334,272.2663333333333,191.71233333333333,191.926,1278.3766666666668,24120,7880,7880,0,0,0,0,0.0,1095.8722654687645,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,54,39988,799500078,629450891,170049187,0.7873056029895722,0.2126943970104278,506686,169542501,0.9970203562337525,0.002979643766247468,0.7878048771146783,1.0,0.0,1.0,1.0,1.0,7988,8,256,319904,10236928,63904,2044928,32.0,28.304941482444733,339.6592977893368,351008,12187488,0.3173196360003203,0.22664854200047557,113.52266666666667,115.934,273.83933333333334,190.41333333333333,190.81733333333332,1270.325,24012,7988,7988,0,0,0,0,0.0,1106.4570169439753,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,55,40142,805670011,637404344,168265667,0.7911481565620792,0.20885184343792088,510766,167754901,0.9969645263403615,0.003035473659638481,0.7916500343978538,1.0,0.0,1.0,1.0,1.0,8142,8,256,321136,10276352,65136,2084352,32.0,28.24485576204474,338.9382691445369,351008,12233072,0.32143851699947845,0.23683180600346532,117.734,121.63766666666666,271.3213333333333,193.73933333333332,197.376,1344.5573333333334,23858,8142,8142,0,0,0,0,0.0,1072.6390221632842,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,56,40007,800260021,631932557,168327464,0.7896590363346415,0.21034096366535845,508005,167819459,0.9969820432867686,0.0030179567132313,0.7901606302421624,1.0,0.0,1.0,1.0,1.0,8007,8,256,320056,10241792,64056,2049792,32.0,28.254180518409278,339.05016622091136,351008,12193112,0.2780154300016875,0.2811933080010931,113.21866666666666,115.603,262.71166666666664,191.04433333333333,188.069,1282.0636666666667,23993,8007,8007,0,0,0,0,0.0,1093.0702466468344,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,57,39907,796264371,625029339,171235032,0.7849520357353776,0.21504796426462236,512363,170722669,0.9970078377419873,0.002992162258012718,0.7854574449279932,1.0,0.0,1.0,1.0,1.0,7907,8,256,319256,10216192,63256,2024192,32.0,28.491843536221715,341.90212243466055,351008,12163512,0.27959771099995123,0.2224092130018107,118.21466666666667,116.37766666666667,266.90633333333335,190.874,190.16266666666667,1293.2043333333334,24093,7907,7907,0,0,0,0,0.0,1077.8826571726358,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,58,40053,802101378,637291749,164809629,0.7945276825094795,0.2054723174905205,505333,164304296,0.9969338381315087,0.0030661618684913127,0.7950285595533346,1.0,0.0,1.0,1.0,1.0,8053,8,256,320424,10253568,64424,2061568,32.0,28.617107332784062,343.40528799340876,351008,12206728,0.3189975740024238,0.23044835299879196,114.74133333333333,113.596,265.71433333333334,195.99366666666666,193.52233333333334,1285.587,23947,8053,8053,0,0,0,0,0.0,1090.4486901332448,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,59,40060,802381770,628544177,173837593,0.7833480277100513,0.2166519722899487,505945,173331648,0.9970895535811981,0.0029104464188019446,0.7838422825628893,1.0,0.0,1.0,1.0,1.0,8060,8,256,320480,10255360,64480,2063360,32.0,28.310659011482777,339.7279081377933,351008,12208800,0.2790892269986216,0.2824006670016388,120.30533333333334,117.67366666666666,261.553,193.656,195.04533333333333,1267.072,23940,8060,8060,0,0,0,0,0.0,1079.8977420128708,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,60,39938,797501953,629601184,167900769,0.7894666359519248,0.21053336404807527,517980,167382789,0.9969149635044257,0.003085036495574359,0.7899797302448389,1.0,0.0,1.0,1.0,1.0,7938,8,256,319504,10224128,63504,2032128,32.0,28.448820672041666,341.3858480645,351008,12172688,0.28379204100201605,0.22147354000117048,122.72333333333333,118.81566666666667,269.167,197.59,199.467,1277.4083333333333,24062,7938,7938,0,0,0,0,0.0,1078.5329567023712,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,61,40000,799980000,626959368,173020632,0.7837188029700742,0.21628119702992574,511707,172508925,0.9970425087801089,0.0029574912198910472,0.7842204293647953,1.0,0.0,1.0,1.0,1.0,8000,8,256,320000,10240000,64000,2048000,32.0,28.3712,340.4544,351008,12191040,0.3226897230015311,0.2341978709991963,126.49033333333334,122.07833333333333,294.52166666666665,203.34733333333332,202.09833333333333,1323.5713333333333,24000,8000,8000,0,0,0,0,0.0,1096.9136918115355,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,62,39960,798380820,625561318,172819502,0.7835375078274049,0.21646249217259503,512539,172306963,0.9970342525347631,0.0029657474652368806,0.7840408409467777,1.0,0.0,1.0,1.0,1.0,7960,8,256,319680,10229760,63680,2037760,32.0,28.29647147147147,339.5576576576576,351008,12179200,0.2891128609990119,0.29198756299956585,119.21666666666667,132.17433333333332,284.446,200.118,203.511,1351.1996666666666,24040,7960,7960,0,0,0,0,0.0,1085.7861982470224,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,63,39908,796304278,627607986,168696292,0.7881509660808327,0.21184903391916726,511477,168184815,0.9969680602108314,0.003031939789168573,0.7886575314721903,1.0,0.0,1.0,1.0,1.0,7908,8,256,319264,10216448,63264,2024448,32.0,28.447855066653304,341.37426079983965,351008,12163808,0.29345300599743496,0.22648204299912322,124.80033333333333,123.23733333333334,279.4096666666667,210.26366666666667,202.39533333333333,1340.012,24092,7908,7908,0,0,0,0,0.0,1068.303467604835,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,64,40092,803664186,633689015,169975171,0.7884997565388586,0.21150024346114138,521238,169453933,0.9969334462384509,0.0030665537615490912,0.789011491139931,1.0,0.0,1.0,1.0,1.0,8092,8,256,320736,10263552,64736,2071552,32.0,28.58537862915295,343.02454354983536,351008,12218272,0.32951269499972113,0.23053395000169985,122.546,122.08866666666667,283.818,203.581,202.00133333333332,1341.184,23908,8092,8092,0,0,0,0,0.0,1108.9405952238092,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,65,40005,800180010,630988686,169191324,0.7885584219980701,0.21144157800192984,507570,168683754,0.9970000234763811,0.002999976523618906,0.789058937682034,1.0,0.0,1.0,1.0,1.0,8005,8,256,320040,10241280,64040,2049280,32.0,28.284514435695538,339.41417322834644,351008,12192520,0.33181108700227924,0.23315065799761214,125.17433333333334,120.89633333333333,269.8183333333333,199.497,202.59266666666667,1347.3923333333332,23995,8005,8005,0,0,0,0,0.0,1093.619168994837,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,66,40199,807959701,636056764,171902937,0.7872382288531987,0.21276177114680128,512599,171390338,0.9970180905053414,0.002981909494658605,0.7877379984701463,1.0,0.0,1.0,1.0,1.0,8199,8,256,321592,10290944,65592,2098944,32.0,28.3872733152566,340.64727978307917,351008,12249944,0.3383673810021719,0.23421692400006577,119.54733333333333,118.39166666666667,269.08366666666666,200.021,200.37166666666667,1337.571,23801,8199,8199,0,0,0,0,0.0,1088.6716486241771,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,67,40062,802461891,636829446,165632445,0.7935946281591084,0.20640537184089158,511154,165121291,0.9969139258917539,0.003086074108246123,0.7941004560732763,1.0,0.0,1.0,1.0,1.0,8062,8,256,320496,10255872,64496,2063872,32.0,28.46081074334781,341.52972892017374,351008,12209392,0.2950754599987704,0.22562495700185536,122.309,122.33233333333334,275.9166666666667,195.73966666666666,201.06966666666668,1335.821,23938,8062,8062,0,0,0,0,0.0,1079.937951610893,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,68,40026,801020325,632810362,168209963,0.7900053747075644,0.20999462529243562,504968,167704995,0.9969979899466478,0.0030020100533521906,0.790503712972492,1.0,0.0,1.0,1.0,1.0,8026,8,256,320208,10246656,64208,2054656,32.0,28.60075950632089,343.2091140758507,351008,12198736,0.32732906399905914,0.22906906400021398,127.20466666666667,121.18333333333334,286.707,194.49766666666667,195.74333333333334,1321.5306666666668,23974,8026,8026,0,0,0,0,0.0,1097.6221790174181,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,69,40013,800500078,632085720,168414358,0.7896135645348432,0.2103864354651568,512361,167901997,0.9969577356343928,0.0030422643656071178,0.7901192812939152,1.0,0.0,1.0,1.0,1.0,8013,8,256,320104,10243328,64104,2051328,32.0,28.074250868467747,336.891010421613,351008,12194888,0.33119313700080966,0.23569167200184893,122.26233333333333,120.24833333333333,293.94033333333334,195.005,199.00233333333333,1329.6526666666666,23987,8013,8013,0,0,0,0,0.0,1086.431450540331,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,70,40024,800940276,636778045,164162231,0.7950381121800397,0.20496188781996025,516605,163645626,0.9968530824852155,0.003146917514784506,0.7955512412625788,1.0,0.0,1.0,1.0,1.0,8024,8,256,320192,10246144,64192,2054144,32.0,28.417924245452728,341.01509094543275,351008,12198144,0.29087425200123107,0.22538856199753354,110.32633333333334,113.35566666666666,267.59433333333334,186.54266666666666,186.025,1257.6176666666668,23976,8024,8024,0,0,0,0,0.0,1079.6438367106152,topology
32,1000,0.25,ring,exponential,10.0,1.0,0.0,0.0,0.0,71,40119,804747021,636869991,167877030,0.791391548375797,0.20860845162420302,517618,167359412,0.9969166835987032,0.00308331640129683,0.7919009036778527,1.0,0.0,1.0,1.0,1.0,8119,8,256,320952,10270464,64952,2078464,32.0,28.549639821530945,342.59567785837135,351008,12226264,0.3168442909991427,0.22356648099957965,116.26433333333334,118.238,252.87366666666668,193.215,195.30566666666667,1274.6126666666667,23881,8119,8119,0,0,0,0,0.0,1075.233866818145,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,42,40032,801260496,637539685,163720811,0.7956709312173553,0.2043290687826447,116176,163604635,0.9992904017559503,0.0007095982440497439,0.7957863135071593,1.0,0.0,1.0,1.0,1.0,8032,8,256,320256,10248192,64256,2056192,32.0,28.38791466826539,340.6549760191847,351008,12200512,0.3192511570014176,0.2253285289989435,119.10633333333334,117.61366666666666,259.005,188.346,191.10433333333333,1268.9056666666668,23968,8032,8032,0,0,0,0,0.0,1090.6395103566892,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,43,39997,799860006,669116017,130743989,0.8365414097226409,0.16345859027735912,119375,130624614,0.9990869561123762,0.0009130438876237744,0.836666277869781,1.0,0.0,1.0,1.0,1.0,7997,8,256,319976,10239232,63976,2047232,32.0,28.887341550616295,346.6480986073955,351008,12190152,0.2766664110022248,0.2768452759992215,116.06066666666666,119.02266666666667,258.337,185.92133333333334,187.95833333333334,1289.01,24003,7997,7997,0,0,0,0,0.0,1110.6785143119125,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,44,39982,799260171,656818625,142441546,0.8217832551048012,0.17821674489519884,117282,142324264,0.9991766306720653,0.0008233693279347024,0.8219038597989702,1.0,0.0,1.0,1.0,1.0,7982,8,256,319856,10235392,63856,2043392,32.0,28.563403531589216,342.7608423790706,351008,12185712,0.28362537899738527,0.2232921159993566,114.91866666666667,115.42933333333333,272.233,189.64166666666668,190.23633333333333,1273.0433333333333,24018,7982,7982,0,0,0,0,0.0,1074.5164061830355,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,45,39928,797102628,640004079,157098549,0.8029130208814216,0.19708697911857845,114731,156983818,0.9992696877168483,0.0007303122831516413,0.8030286048371448,1.0,0.0,1.0,1.0,1.0,7928,8,256,319424,10221568,63424,2029568,32.0,28.6574584251653,343.88950110198357,351008,12169728,0.3189499000000069,0.22352970000065397,115.49633333333334,119.23666666666666,259.8396666666667,188.21233333333333,193.78933333333333,1276.57,24072,7928,7928,0,0,0,0,0.0,1083.3794992062255,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,46,39898,795905253,661089112,134816141,0.8306128267254946,0.16938717327450534,121883,134694258,0.9990959316955972,0.0009040683044028089,0.8307400442409346,1.0,0.0,1.0,1.0,1.0,7898,8,256,319184,10213888,63184,2021888,32.0,28.063311444182666,336.759737330192,351008,12160848,0.319575410001562,0.2324838720014668,133.196,118.562,278.95233333333334,200.21833333333333,206.069,1322.0816666666667,24102,7898,7898,0,0,0,0,0.0,1094.9381629843645,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,47,40000,799980000,650274704,149705296,0.8128637015925398,0.18713629840746018,119182,149586114,0.9992038892197909,0.0007961107802091383,0.8129848210667071,1.0,0.0,1.0,1.0,1.0,8000,8,256,320000,10240000,64000,2048000,32.0,28.62545,343.5054,351008,12191040,0.2899767160015472,0.29285814099785057,121.878,123.19733333333333,280.051,194.94833333333332,197.03866666666667,1331.9803333333334,24000,8000,8000,0,0,0,0,0.0,1078.939447936103,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,48,39950,797981275,648962267,149019008,0.813255006516287,0.186744993483713,115878,148903130,0.9992223945015122,0.0007776054984878171,0.8133731196265929,1.0,0.0,1.0,1.0,1.0,7950,8,256,319600,10227200,63600,2035200,32.0,28.422277847309136,341.06733416770965,351008,12176240,0.2911748289989191,0.2265834249992622,122.78966666666666,124.887,268.329,205.755,205.36433333333332,1328.9946666666667,24050,7950,7950,0,0,0,0,0.0,1081.650756530257,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,49,40012,800460066,656783212,143676854,0.8205071556936359,0.1794928443063642,110093,143566761,0.9992337457500288,0.0007662542499712584,0.8206200214365472,1.0,0.0,1.0,1.0,1.0,8012,8,256,320096,10243072,64096,2051072,32.0,29.50882235329401,354.10586823952815,351008,12194592,0.3315312509985233,0.23126052999941749,125.769,125.231,279.77733333333333,194.96133333333333,198.56833333333333,1327.973,23988,8012,8012,0,0,0,0,0.0,1089.9447206149334,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,50,39998,799900003,643258150,156641853,0.8041732061351173,0.19582679386488264,116937,156524916,0.9992534753786397,0.0007465246213602951,0.8042907850214474,1.0,0.0,1.0,1.0,1.0,7998,8,256,319984,10239488,63984,2047488,32.0,28.5118005900295,342.141607080354,351008,12190448,0.32922639600292314,0.23361156200189725,119.46366666666667,121.15666666666667,269.57466666666664,194.07333333333332,196.12733333333333,1320.499,24002,7998,7998,0,0,0,0,0.0,1060.2860869035314,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,51,39888,795506328,650793002,144713326,0.818086518099954,0.18191348190004594,120329,144592997,0.9991685009022597,0.0008314990977403145,0.8182102813202775,1.0,0.0,1.0,1.0,1.0,7888,8,256,319104,10211328,63104,2019328,32.0,29.284371239470516,351.4124548736462,351008,12157888,0.2877253990009194,0.28166641499774414,120.94633333333333,122.81,279.77733333333333,194.207,205.61166666666668,1316.4246666666666,24112,7888,7888,0,0,0,0,0.0,1109.597484377483,topology
32,1000,0.25,star,exponential,10.0,1.0,0.0,0.0,0.0,52,40043,801700903,645667875,156033028,0.8053725180848399,0.19462748191516008,111670,155921358,0.9992843181893516,0.0007156818106484481,0.8054847151371356,1.0,0.0,1.0,1.0,1.0,8043,8,256,320344,10251008,64344,2059008,32.0,29.35044826811178,352.2053792173414,351008,12203768,0.2941124150020187,0.22927567300212104,120.519,119.78433333333334,283.30033333333336,198.14733333333334,199.193,1332.5846666666666,23957,8043,8043,0,0,0,0,0.0,1088.7686777050046,topology
