# generated by causality-bench, do not edit by hand
# generated: 2026-09-12 12:42:19 UTC
# source: experiments/run_analysis.py
# machine: AMD Ryzen 7 4700U with Radeon Graphics, 8 cores, 15 GiB, Linux 6.8.0-138-generic, Python 3.12.3
# rows: 16
loss_probability,failure_probability,seeds,events_mean,events_median,events_std,events_ci_low,events_ci_high,causal_density_mean,causal_density_median,causal_density_std,causal_density_ci_low,causal_density_ci_high,concurrency_ratio_mean,concurrency_ratio_median,concurrency_ratio_std,concurrency_ratio_ci_low,concurrency_ratio_ci_high,lamport_false_ordering_rate_mean,lamport_false_ordering_rate_median,lamport_false_ordering_rate_std,lamport_false_ordering_rate_ci_low,lamport_false_ordering_rate_ci_high,lamport_concurrency_recall_mean,lamport_concurrency_recall_median,lamport_concurrency_recall_std,lamport_concurrency_recall_ci_low,lamport_concurrency_recall_ci_high,lamport_order_precision_mean,lamport_order_precision_median,lamport_order_precision_std,lamport_order_precision_ci_low,lamport_order_precision_ci_high,mean_vector_nonzero_entries_mean,mean_vector_nonzero_entries_median,mean_vector_nonzero_entries_std,mean_vector_nonzero_entries_ci_low,mean_vector_nonzero_entries_ci_high,lamport_timestamp_bytes_mean,lamport_timestamp_bytes_median,lamport_timestamp_bytes_std,lamport_timestamp_bytes_ci_low,lamport_timestamp_bytes_ci_high,vector_timestamp_bytes_mean,vector_timestamp_bytes_median,vector_timestamp_bytes_std,vector_timestamp_bytes_ci_low,vector_timestamp_bytes_ci_high,lamport_message_metadata_bytes_mean,lamport_message_metadata_bytes_median,lamport_message_metadata_bytes_std,lamport_message_metadata_bytes_ci_low,lamport_message_metadata_bytes_ci_high,vector_message_metadata_bytes_mean,vector_message_metadata_bytes_median,vector_message_metadata_bytes_std,vector_message_metadata_bytes_ci_low,vector_message_metadata_bytes_ci_high,measured_lamport_retained_bytes_mean,measured_lamport_retained_bytes_median,measured_lamport_retained_bytes_std,measured_lamport_retained_bytes_ci_low,measured_lamport_retained_bytes_ci_high,measured_vector_retained_bytes_mean,measured_vector_retained_bytes_median,measured_vector_retained_bytes_std,measured_vector_retained_bytes_ci_low,measured_vector_retained_bytes_ci_high,lamport_receive_ns_mean,lamport_receive_ns_median,lamport_receive_ns_std,lamport_receive_ns_ci_low,lamport_receive_ns_ci_high,vector_receive_ns_mean,vector_receive_ns_median,vector_receive_ns_std,vector_receive_ns_ci_low,vector_receive_ns_ci_high,lamport_tick_ns_mean,lamport_tick_ns_median,lamport_tick_ns_std,lamport_tick_ns_ci_low,lamport_tick_ns_ci_high,vector_tick_ns_mean,vector_tick_ns_median,vector_tick_ns_std,vector_tick_ns_ci_low,vector_tick_ns_ci_high,simulation_seconds_mean,simulation_seconds_median,simulation_seconds_std,simulation_seconds_ci_low,simulation_seconds_ci_high
0.0,0.0,30,10005.533333333333,9999.5,36.32965287696703,9991.967618002782,10019.099048663884,0.9658504536824234,0.9658959391204598,0.0006392371705013292,0.9656117586001143,0.9660891487647325,0.03414954631757654,0.034104060879540155,0.0006392371705013433,0.03391085123526745,0.034388241399885625,0.9830781243869638,0.9830504860316276,0.00033520325586693865,0.9829529574341619,0.9832032913397658,0.016921875613035955,0.0169495139683725,0.0003352032558669113,0.016796708660233955,0.017047042565837955,0.9664087852548946,0.9664481798850769,0.0006363911519250942,0.9661711528933872,0.966646417616402,7.864575257711522,7.870900628569985,0.01928436496931854,7.857374357488495,7.871776157934549,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1125727.4666666666,1125100.0,3778.283899204572,1124316.6322722891,1127138.301061044,274.6910777777777,271.8088333333334,14.223320455746101,269.3800026345251,280.0021529210303,554.8516888888888,548.0541666666667,21.902656138883867,546.6731026753271,563.0302751024506,121.12873333333332,120.05633333333333,5.395209680570164,119.11412892951171,123.14333773715492,141.00264444444443,139.67316666666667,6.091723939811792,138.72795734188247,143.27733154700638,0.0659972342333882,0.056627202498930246,0.01544282304848985,0.06023078933821266,0.07176367912856374
0.0,0.005,30,9820.666666666666,9817.0,35.42971024177437,9807.436995438826,9833.896337894506,0.9658344807017374,0.9658035612987386,0.0007707173802169707,0.9655466901022582,0.9661222713012165,0.034165519298262795,0.0341964387012613,0.0007707173802169814,0.033877728698783645,0.034453309897741945,0.9842289142453045,0.9842557801574625,0.0004866362358873514,0.9840472012884552,0.9844106272021537,0.015771085754695668,0.01574421984253745,0.00048663623588736637,0.015589372797846463,0.015952798711544872,0.9663549645766359,0.966320009392672,0.0007692437449669366,0.9660677242416025,0.9666422049116694,7.858520032408952,7.862448515548928,0.02070597748145298,7.850788293349803,7.866251771468102,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1106501.3333333333,1106120.0,3684.689865144535,1105125.447525638,1107877.2191410286,269.7310111111111,268.1235,5.209062504899413,267.78591520502516,271.67610701719707,546.9142666666667,547.8453333333333,8.245251238606341,543.8354392550588,549.9930940782746,120.03077777777779,120.711,3.0103366982842736,118.90669958093032,121.15485597462525,138.8797111111111,139.7215,2.646548168593297,137.89147378373247,139.86794843848975,0.07055292053288816,0.0599790809992555,0.016258953515340967,0.06448172751299516,0.07662411355278115
0.0,0.01,30,9679.566666666668,9678.5,44.75579972691139,9662.854576393122,9696.278756940213,0.9655137943460479,0.9655294463617237,0.0009547983487220947,0.9651572667832685,0.9658703219088273,0.03448620565395212,0.03447055363827635,0.0009547983487220886,0.034129678091172795,0.034842733216731446,0.9851273887929055,0.9851488905333787,0.0004384984118975055,0.9849636507949443,0.9852911267908667,0.014872611207094516,0.01485110946662105,0.0004384984118975043,0.014708873209133307,0.015036349205055725,0.9660090459419833,0.9660245910644005,0.000949549518546296,0.9656544783246025,0.9663636135593642,7.855502944664336,7.860991420123198,0.021032940579184648,7.847649115577999,7.863356773750672,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1091826.9333333333,1091716.0,4654.603171598786,1090088.8759448847,1093564.990721782,269.36341111111113,269.7216666666667,5.959614886168662,267.1380543399008,271.58876788232146,545.7220888888888,544.3555,7.6564142993218995,542.8631368039596,548.5810409738181,120.1158777777778,120.62933333333334,3.1978781716379676,118.9217704438834,121.30998511167219,139.58986666666667,139.24083333333334,2.4532452892122585,138.6738098207019,140.50592351263143,0.06956371659968373,0.059317712501069694,0.016077406310853554,0.0635603144200576,0.07556711877930986
0.0,0.02,30,9431.5,9445.0,49.74053366878137,9412.926579482455,9450.073420517545,0.9639684519145831,0.9640186075955974,0.0012388625794613048,0.9635058530248123,0.964431050804354,0.03603154808541682,0.0359813924044025,0.001238862579461311,0.035568949195646,0.036494146975187644,0.9869244289977279,0.9869194280436326,0.000597302267376502,0.98670139266559,0.9871474653298659,0.013075571002272175,0.0130805719563675,0.0005973022673765042,0.012852534670134261,0.013298607334410089,0.9644222316003256,0.9644660797007284,0.001241897460166383,0.9639584994674751,0.964885963733176,7.846474565433948,7.847439055816572,0.02311183746211337,7.837844463493839,7.855104667374057,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,79734.4,75616.0,4790.081891172417,77945.75402626237,81523.04597373762,1060642.4,1057928.0,9200.019946005365,1057207.0560938646,1064077.7439061352,269.6745888888889,267.4756666666667,13.150598676022442,264.76407464121917,274.5851031365586,549.534,546.8651666666667,20.973016341474825,541.7025469917654,557.3654530082346,120.9277888888889,120.28516666666667,5.1511751339290255,119.00430848236407,122.85126929541373,139.89143333333334,139.07033333333334,6.374517216878142,137.51114948568087,142.2717171809858,0.06785848659953138,0.058630675499443854,0.01585434643901866,0.06193837634491288,0.07377859685414988
0.05,0.0,30,9908.033333333333,9902.5,35.754414565470654,9894.682415518393,9921.384251148273,0.9647045280821751,0.9647692876153262,0.0006617661884871008,0.964457420526295,0.9649516356380552,0.03529547191782474,0.0352307123846737,0.0006617661884870993,0.03504836436194464,0.035542579473704844,0.9834361559228667,0.9834349294886496,0.00033196208594014513,0.9833121992428057,0.9835601126029277,0.01656384407713337,0.0165650705113502,0.0003319620859401379,0.016439887397072302,0.016687800757194438,0.9652687187424186,0.9653325424283027,0.0006589296463877174,0.9650226703687655,0.9655147671160716,7.859712936142245,7.866316449540319,0.020666783232352517,7.851995832456235,7.867430039828254,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1115587.4666666666,1115012.0,3718.4591148089485,1114198.9712139128,1116975.9621194203,270.6279,268.94666666666666,8.274151397100825,267.53828109185696,273.71751890814306,549.8763777777779,544.6595,20.32949763816555,542.2852186024776,557.4675369530781,120.29620000000001,119.76583333333335,3.2527975894381167,119.08158541847186,121.51081458152817,140.92655555555555,140.63,3.596482418696759,139.58360694967158,142.26950416143953,0.06676569286695057,0.0555730015003064,0.016616908345997747,0.06056083731660812,0.07297054841729302
0.05,0.005,30,9732.7,9731.5,31.690475018474427,9720.866582151322,9744.53341784868,0.964603494614165,0.9647460739270037,0.0007896296855392957,0.9643086420438182,0.9648983471845117,0.035396505385835025,0.035253926072996,0.0007896296855392998,0.035101652815488285,0.035691357956181766,0.9845985785217051,0.9846763247966057,0.0004559447038979,0.9844283259712472,0.984768831072163,0.01540142147829496,0.0153236752033943,0.0004559447038978958,0.01523116892783713,0.015571674028752789,0.9651294373826627,0.9652751514769657,0.0007878897245390318,0.9648352345244311,0.9654236402408942,7.853156608365739,7.8601894352655695,0.02162679581890951,7.8450810300885445,7.861232186642934,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1097352.8,1097228.0,3295.80940192134,1096122.1245437376,1098583.4754562625,269.3139666666667,268.6595,5.5938239508842775,267.2251984754621,271.40273485787134,550.1405111111111,549.3248333333333,11.029324801825513,546.0220935458111,554.2589286764111,120.83943333333333,120.0915,3.0831065876862724,119.68818241321195,121.99068425345472,140.2440777777778,139.74983333333333,2.5773736174363555,139.28167065230863,141.20648490324695,0.0722781605002334,0.0595452609995845,0.01730733326651637,0.06581549604759858,0.07874082495286823
0.05,0.01,30,9597.933333333332,9598.0,40.94902915217585,9582.642714553624,9613.223952113041,0.9642494677179827,0.964346588110869,0.0011224544138416085,0.9638303363516231,0.9646685990843423,0.03575053228201714,0.035653411889131,0.0011224544138416163,0.035331400915657465,0.036169663648376815,0.9855064076550452,0.985560502686208,0.0004202379176529072,0.9853494882376951,0.9856633270723952,0.01449359234495476,0.01443949731379195,0.00042023791765290495,0.01433667292760472,0.0146505117623048,0.964749080140733,0.964846774469977,0.001116397846983403,0.9643322103336058,0.9651659499478602,7.8505877427972495,7.853223313044043,0.022218079871105394,7.842291375426397,7.858884110168102,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1083337.0666666667,1083344.0,4258.699031826288,1081746.842313577,1084927.2910197563,270.0256888888889,268.65133333333335,8.51829168424515,266.84490649929626,273.20647127848156,547.2018111111109,546.6033333333334,8.836797395670718,543.9020967342796,550.5015254879423,120.73667777777779,120.38183333333333,2.769564769995088,119.70250529651258,121.77085025904299,139.27588888888886,139.23416666666668,2.580252117731915,138.31240691374467,140.23937086403305,0.06972387999994677,0.05934945349872575,0.016798838443609687,0.06345109063469502,0.07599666936519851
0.05,0.02,30,9360.866666666667,9376.5,47.210265784067545,9343.238063704915,9378.495269628418,0.9625149310462991,0.9623717216086518,0.0012586415471649804,0.9620449465686091,0.9629849155239892,0.03748506895370072,0.037628278391348094,0.0012586415471649915,0.0370150844760106,0.037955053431390835,0.9873041786715758,0.9872691158211169,0.0005542066528229618,0.9870972345063795,0.9875111228367721,0.012695821328424024,0.01273088417888315,0.0005542066528229414,0.012488877163227772,0.012902765493620275,0.9629726966708004,0.9628253201019277,0.001259870648232818,0.9625022532392289,0.963443140102372,7.840720528391823,7.843789673114372,0.024708946686366976,7.831494056066305,7.849947000717341,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,75616.0,75616.0,0.0,75616.0,75616.0,1049178.1333333333,1050804.0,4909.8676415430255,1047344.7586253111,1051011.5080413555,269.3287888888889,268.4625,6.723925559020114,266.8180338220461,271.83954395573164,550.5664111111112,548.4431666666667,14.414107727100363,545.1840948299196,555.9487273923028,120.54208888888888,120.49883333333332,2.727513484461311,119.52361861570056,121.56055916207721,140.25265555555555,139.66816666666665,3.8241765011240867,138.8246845819897,141.6806265291214,0.07154642980034012,0.059026433002145454,0.01670311587060563,0.06530938383127437,0.07778347576940588
0.1,0.0,30,9808.066666666668,9804.5,34.5801750392783,9795.154217096831,9820.979116236504,0.9634269256805961,0.9634927427659831,0.0006732166531149105,0.9631755424509552,0.963678308910237,0.03657307431940378,0.03650725723401685,0.0006732166531149085,0.03632169108976292,0.036824457549044634,0.9838169748313726,0.9838582057395078,0.0003401269501085307,0.9836899693409253,0.98394398032182,0.016183025168627154,0.016141794260492198,0.0003401269501085407,0.01605601967817981,0.0163100306590745,0.9639973416816058,0.9640681067250594,0.0006709750654572605,0.9637467954745523,0.9642478878886592,7.85381796531926,7.859314791017884,0.020464321969733443,7.846176461911169,7.861459468727352,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1105190.9333333333,1104820.0,3596.3382040849438,1103848.0385780705,1106533.8280885962,271.1059333333334,268.75483333333335,13.312839230840542,266.13483746686353,276.07702919980323,549.8456666666666,545.4193333333333,21.771391411490843,541.7160955078533,557.9752378254799,122.0031222222222,120.60583333333332,5.456312072177604,119.96570181040379,124.04054263404062,140.48076666666665,139.34233333333333,5.04874955054595,138.5955326015381,142.3660007317952,0.06685535040002527,0.055608164499062654,0.01663616669249215,0.060643303664918,0.07306739713513254
0.1,0.005,30,9642.4,9638.5,29.87975903517296,9631.242714611413,9653.557285388586,0.9632938145340066,0.9633105225708504,0.000814511981191066,0.9629896707617669,0.9635979583062464,0.03670618546599334,0.03668947742914945,0.000814511981191086,0.03640204169375359,0.037010329238233095,0.9849965467109191,0.985051124883727,0.00043341204927269084,0.9848347079919757,0.9851583854298624,0.015003453289080749,0.014948875116272999,0.0004334120492726872,0.014841614570137423,0.015165292008024075,0.9638244217601274,0.9638501969655493,0.0008121120948553822,0.9635211741201729,0.9641276694000819,7.847825266052592,7.84831104950441,0.022502811111404702,7.839422578289285,7.856227953815899,8.0,8.0,0.0,8.0,8.0,64.0,64.0,0.0,64.0,64.0,16044.266666666666,15996.0,290.6372230157363,15935.740944022258,16152.792389311075,128354.13333333333,127968.0,2325.0977841258905,127485.92755217807,129222.3391144886,85120.0,85120.0,0.0,85120.0,85120.0,1087961.6,1087556.0,3107.4949396579873,1086801.2423195872,1089121.957680413,271.2129444444444,269.43916666666667,10.220377994255701,267.3965925814019,275.02929630748696,549.5955888888889,546.0236666666667,20.15208088638028,542.0706782174689,557.1204995603089,122.59623333333334,121.88966666666667,5.3076545369062735,120.61432255746057,124.57814410920612,140.17878888888887,139.83666666666667,4.894508465870467,138.35114939131836,142.0064283864594,0.06795501626681165,0.05900736650073665,0.015609048677831494,0.06212650170155346,0.07378353083206983
